Year,Place,Name,Time,Rookie,Hometown,Year,Days,Hours,Min,Sec,Time_(days),Finish,Prize_Money,Points_(binary),Points_(top_20),Points_(1/x)
2018,36,Kristy Berington,11d 16h 8m 55s,,"Knik, Alaska",2018,11,16,8,55,11.6728588,Yes,1049,0,0,0.027777778
2018,37,Andy Pohl,11d 16h 10m 31s,Yes,"Knik, Alaska",2018,11,16,10,31,11.67396991,Yes,1049,0,0,0.027027027
2018,38,Monica Zappa,11d 20h 20m 43s,,"Kasilof, Alaska",2018,11,20,20,43,11.84771991,Yes,1049,0,0,0.026315789
2018,39,Brett Bruggeman,11d 20h 21m 8s,Yes,"Great Falls, MT",2018,11,20,21,8,11.84800926,Yes,1049,0,0,0.025641026
2018,40,Larry Daugherty,11d 20h 42m 6s,,"Eagle River, Alaska",2018,11,20,42,6,11.86256944,Yes,1049,0,0,0.025
2018,41,Lev Shvarts,11d 22h 12m 14s,,"Willow, Alaska",2018,11,22,12,14,11.92516204,Yes,1049,0,0,0.024390244
2018,42,Peter Fleck,12d 3h 27m 31s,Yes,"Soft Spring Island, BC, CANADA",2018,12,3,27,31,12.1441088,Yes,1049,0,0,0.023809524
2018,43,Jeff Deeter,12d 4h 50m 40s,,"Fairbanks, Alaska",2018,12,4,50,40,12.20185185,Yes,1049,0,0,0.023255814
2018,44,Bradley Farquhar,12d 4h 58m 38s,Yes,"Mahone Bay, Nova Scotia, CANADA",2018,12,4,58,38,12.20738426,Yes,1049,0,0,0.022727273
2018,45,Misha Wiljes,12d 5h 37m 32s,,"Willow, Alaska",2018,12,5,37,32,12.23439815,Yes,1049,0,0,0.022222222
2018,46,Tim Muto,12d 8h 17m 57s,Yes,"Willow, Alaska",2018,12,8,17,57,12.34579861,Yes,1049,0,0,0.02173913
2018,47,Dave Delcourt,12d 8h 34m 19s,,"Wasilla, Alaska",2018,12,8,34,19,12.35716435,Yes,1049,0,0,0.021276596
2018,48,Shaynee Traska,12d 16h 8m 25s,Yes,"Gladwin, MI",2018,12,16,8,25,12.67251157,Yes,1049,0,0,0.020833333
2018,49,Meredith Mapes,12d 17h 35m 58s,Yes,"Palmer, Alaska",2018,12,17,35,58,12.73331019,Yes,1049,0,0,0.020408163
2018,50,Jason Stewart,12d 19h 53m 10s,Yes,"Wasilla, Alaska",2018,12,19,53,10,12.82858796,Yes,1049,0,0,0.02
2018,51,Anja Radano,12d 20h 0m 10s,Yes,"Talkeetna, Alaska",2018,12,20,0,10,12.83344907,Yes,1049,0,0,0.019607843
2018,52,Magnus Kaltenborn,12d 20h 13m 14s,,"Whitehorse, YT, CANADA",2018,12,20,13,14,12.84252315,Yes,1049,0,0,0.019230769
2018,99,Tara Cicatello,11d 3h 30m 0s,Yes,"Buffalo, NY",2018,11,3,30,0,11.14583333,No,0,0,0,0.01010101
2018,99,Rob Cooke,8d 10h 48m 0s,,"Whitehorse, YT, CANADA",2018,8,10,48,0,8.45,No,0,0,0,0.01010101
2018,99,Zoya DeNure,0d 13h 5m 0s,,"Delta Junction, Alaska",2018,0,13,5,0,0.545138889,No,0,0,0,0.01010101
2018,99,Alan Eischens,10d 5h 45m 0s,,"Wasilla, Alaska",2018,10,5,45,0,10.23958333,No,0,0,0,0.01010101
2018,99,Marcelle Fressineau,10d 14h 24m 0s,,"Whitehorse, YT, CANADA",2018,10,14,24,0,10.6,No,0,0,0,0.01010101
2018,99,Scott Janssen,11d 20h 30m 0s,,"Anchorage, Alaska",2018,11,20,30,0,11.85416667,No,0,0,0,0.01010101
2018,99,DeeDee Jonrowe,1d 2h 41m 0s,,"Willow, Alaska",2018,1,2,41,0,1.111805556,No,0,0,0,0.01010101
2018,99,Jim Lanier,11d 20h 30m 0s,,"Chugiak, Alaska",2018,11,20,30,0,11.85416667,No,0,0,0,0.01010101
2018,99,Wade Marrs,8d 7h 25m 0s,,"Willow, Alaska",2018,8,7,25,0,8.309027778,No,0,0,0,0.01010101
2018,99,Allen Moore,8d 23h 26m 0s,,"Two Rivers, Alaska",2018,8,23,26,0,8.976388889,No,0,0,0,0.01010101
2018,99,Robert Redington,4d 23h 24m 0s,,"Willow, Alaska",2018,4,23,24,0,4.975,No,0,0,0,0.01010101
2018,99,Ryan Redington,6d 23h 50m 0s,,"Wasilla, Alaska",2018,6,23,50,0,6.993055556,No,0,0,0,0.01010101
2018,99,Tom Schonberger,7d 20h 35m 0s,Yes,"Chugiak, Alaska",2018,7,20,35,0,7.857638889,No,0,0,0,0.01010101
2018,99,Steve Watkins,11d 3h 22m 0s,,"Topeka, KS",2018,11,3,22,0,11.14027778,No,0,0,0,0.01010101
2018,99,Scott White,4d 10h 35m 0s,,"Snohomish, WA",2018,4,10,35,0,4.440972222,No,0,0,0,0.01010101
2017,1,Mitch Seavey,8d 3h 40m 13s,,"Seward, Alaska",2017,8,3,40,13,8.152928241,Yes,71250,1,1,1
2017,2,Dallas Seavey,8d 6h 24m 31s,,"Willow, Alaska",2017,8,6,24,31,8.267025463,Yes,59637,0,0.95,0.5
2017,3,Nicolas Petit,8d 6h 29m 13s,,"Girdwood, Alaska",2017,8,6,29,13,8.270289352,Yes,54862,0,0.9,0.333333333
2017,4,Joar Leifseth Ulsom,8d 11h 0m 40s,,"Mo i Rana, NORWAY",2017,8,11,0,40,8.458796296,Yes,49234,0,0.85,0.25
2017,5,Jessie Royer,8d 13h 8m 54s,,"Fairbanks, Alaska",2017,8,13,8,54,8.547847222,Yes,45100,0,0.8,0.2
2017,6,Wade Marrs,8d 18h 43m 40s,,"Willow, Alaska",2017,8,18,43,40,8.780324074,Yes,38190,0,0.75,0.166666667
2017,7,Ray Redington Jr,8d 21h 13m 4s,,"Wasilla, Alaska",2017,8,21,13,4,8.884074074,Yes,35910,0,0.7,0.142857143
2017,8,Aliy Zirkle,8d 22h 49m 42s,,"Two Rivers, Alaska",2017,8,22,49,42,8.951180556,Yes,33700,0,0.65,0.125
2017,9,Peter Kaiser,8d 23h 5m 38s,,"Bethel, Alaska",2017,8,23,5,38,8.96224537,Yes,31564,0,0.6,0.111111111
2017,10,Paul Gebhardt,9d 0h 0m 6s,,"Kasilof, Alaska",2017,9,0,0,6,9.000069444,Yes,29498,0,0.55,0.1
2017,11,Jeff King,9d 0h 49m 42s,,"Denali, Alaska",2017,9,0,49,42,9.034513889,Yes,27503,0,0.5,0.090909091
2017,12,Ramey Smyth,9d 1h 47m 8s,,"Willow, Alaska",2017,9,1,47,8,9.074398148,Yes,25650,0,0.45,0.083333333
2017,13,Michelle Phillips,9d 2h 2m 45s,,"Tagish, YT, CANADA",2017,9,2,2,45,9.085243056,Yes,23798,0,0.4,0.076923077
2017,14,Ryan Redington,9d 2h 52m 7s,,"Wasilla, Alaska",2017,9,2,52,7,9.119525463,Yes,22088,0,0.35,0.071428571
2017,15,Hans Gatt,9d 3h 16m 27s,,"Whitehorse, YT, CANADA",2017,9,3,16,27,9.136423611,Yes,20378,0,0.3,0.066666667
2017,16,Ralph Johannessen,9d 3h 41m 6s,,"Dagali, NORWAY",2017,9,3,41,6,9.153541667,Yes,18739,0,0.25,0.0625
2017,17,Ken Anderson,9d 5h 13m 31s,,"Fairbanks, Alaska",2017,9,5,13,31,9.217719907,Yes,17171,0,0.2,0.058823529
2017,18,John Baker,9d 5h 50m 30s,,"Kotzebue, Alaska",2017,9,5,50,30,9.243402778,Yes,15746,0,0.15,0.055555556
2017,19,Katherine Keith,9d 5h 50m 31s,,"Kotzebue, Alaska",2017,9,5,50,31,9.243414352,Yes,14321,0,0.1,0.052631579
2017,20,Linwood Fiedler,9d 6h 9m 52s,,"Willow, Alaska",2017,9,6,9,52,9.256851852,Yes,12896,0,0.05,0.05
2017,21,Jason Mackey,9d 6h 19m 23s,,"Salcha, Alaska",2017,9,6,19,23,9.263460648,Yes,11614,0,0,0.047619048
2017,22,Robert Redington,9d 7h 33m 16s,Yes,"Willow, Alaska",2017,9,7,33,16,9.314768519,Yes,10403,0,0,0.045454545
2017,23,Sebastien Vergnaud,9d 8h 27m 53s,Yes,"Rioux, FRANCE",2017,9,8,27,53,9.352696759,Yes,9191,0,0,0.043478261
2017,24,Richie Diehl,9d 8h 33m 22s,,"Aniak, Alaska",2017,9,8,33,22,9.35650463,Yes,8051,0,0,0.041666667
2017,25,Mats Pettersson,9d 10h 0m 22s,,"Kiruna, SWEDEN",2017,9,10,0,22,9.416921296,Yes,6911,0,0,0.04
2017,26,Lars Monsen,9d 11h 1m 58s,,"Skiptvet, NORWAY",2017,9,11,1,58,9.459699074,Yes,5771,0,0,0.038461538
2017,27,Hugh Neff,9d 11h 40m 7s,,"Tok, Alaska",2017,9,11,40,7,9.48619213,Yes,4774,0,0,0.037037037
2017,28,Rick Casillo,9d 11h 56m 40s,,"Willow, Alaska",2017,9,11,56,40,9.497685185,Yes,3776,0,0,0.035714286
2017,29,Noah Burmeister,9d 14h 29m 49s,,"Nome/Nenana, Alaska",2017,9,14,29,49,9.604039352,Yes,2850,0,0,0.034482759
2017,30,Cody Strathe,9d 14h 34m 41s,,"Fairbanks, Alaska",2017,9,14,34,41,9.607418981,Yes,1924,0,0,0.033333333
2017,31,Ketil Reitan,9d 14h 48m 58s,,"Kaktovik, Alaska",2017,9,14,48,58,9.617337963,Yes,1049,0,0,0.032258065
2017,32,Martin Buser,9d 15h 14m 51s,,"Big Lake, Alaska",2017,9,15,14,51,9.6353125,Yes,1049,0,0,0.03125
2017,33,Melissa Stewart,9d 20h 5m 59s,,"Wasilla, Alaska",2017,9,20,5,59,9.837488426,Yes,1049,0,0,0.03030303
2017,34,Scott Smith,9d 20h 26m 20s,,"Willow, Alaska",2017,9,20,26,20,9.85162037,Yes,1049,0,0,0.029411765
2017,35,Nathan Schroeder,9d 21h 8m 12s,,"Warba, MN",2017,9,21,8,12,9.880694444,Yes,1049,0,0,0.028571429
2017,36,Nicolas Vanier,9d 21h 40m 7s,Yes,"Paris, FRANCE",2017,9,21,40,7,9.902858796,Yes,1049,0,0,0.027777778
2017,37,Seth Barnes,9d 22h 33m 30s,,"Stocton, AL",2017,9,22,33,30,9.939930556,Yes,1049,0,0,0.027027027
2017,38,Karin Hendrickson,10d 0h 52m 5s,,"Wasilla, Alaska",2017,10,0,52,5,10.03616898,Yes,1049,0,0,0.026315789
2017,39,Allen Moore,10d 1h 24m 27s,,"Two Rivers, Alaska",2017,10,1,24,27,10.05864583,Yes,1049,0,0,0.025641026
2017,40,Kristy Berington,10d 2h 29m 53s,,"Wasilla, Alaska",2017,10,2,29,53,10.10408565,Yes,1049,0,0,0.025
2017,41,Anna Berington,10d 2h 30m 14s,,"Wasilla, Alaska",2017,10,2,30,14,10.1043287,Yes,1049,0,0,0.024390244
2017,42,Laura Neese,10d 3h 40m 40s,Yes,"McMillan, MI",2017,10,3,40,40,10.15324074,Yes,1049,0,0,0.023809524
2017,43,Jodi Bailey,10d 17h 41m 40s,,"Fairbanks, Alaska",2017,10,17,41,40,10.73726852,Yes,1049,0,0,0.023255814
2017,44,Larry Daugherty,10d 18h 29m 10s,,"Eagle River, Alaska",2017,10,18,29,10,10.77025463,Yes,1049,0,0,0.022727273
2017,45,Geir Idar Hjelvik,10d 20h 5m 19s,,"Norjordet, NORWAY",2017,10,20,5,19,10.83702546,Yes,1049,0,0,0.022222222
2017,46,Charley Bejna,10d 21h 30m 21s,,"Addison, IL",2017,10,21,30,21,10.89607639,Yes,1049,0,0,0.02173913
2017,47,DeeDee Jonrowe,10d 22h 3m 37s,,"Willow, Alaska",2017,10,22,3,37,10.91917824,Yes,1049,0,0,0.021276596
2017,48,Gunnar Johnson,10d 22h 4m 6s,,"Duluth, MN",2017,10,22,4,6,10.91951389,Yes,1049,0,0,0.020833333
2017,49,Justin High,11d 0h 14m 35s,Yes,"Willow, Alaska",2017,11,0,14,35,11.01012731,Yes,1049,0,0,0.020408163
2017,50,Dave Delcourt,11d 0h 18m 8s,Yes,"Wasilla, Alaska",2017,11,0,18,8,11.01259259,Yes,1049,0,0,0.02
2017,51,Justin Stielstra,11d 1h 44m 36s,Yes,"Seward, Alaska",2017,11,1,44,36,11.07263889,Yes,1049,0,0,0.019607843
2017,52,Trent Herbst,11d 2h 51m 14s,,"Ketchum, ID",2017,11,2,51,14,11.11891204,Yes,1049,0,0,0.019230769
2017,53,Kristin Bacon,11d 5h 45m 43s,,"Big Lake, Alaska",2017,11,5,45,43,11.24008102,Yes,1049,0,0,0.018867925
2017,54,Misha Wiljes,11d 9h 37m 20s,Yes,"Prague, CZECH REPUBLIC",2017,11,9,37,20,11.40092593,Yes,1049,0,0,0.018518519
2017,55,Joe Carson,11d 13h 38m 7s,Yes,"McGrath, Alaska",2017,11,13,38,7,11.56813657,Yes,1049,0,0,0.018181818
2017,56,Thomas Rosenbloom,11d 14h 49m 25s,Yes,"Cantwell, Alaska",2017,11,14,49,25,11.61765046,Yes,1049,0,0,0.017857143
2017,57,Zoya DeNure,11d 19h 24m 25s,,"Delta Junction, Alaska",2017,11,19,24,25,11.80862269,Yes,1049,0,0,0.01754386
2017,58,Michael Baker,11d 20h 16m 33s,Yes,"Willow, Alaska",2017,11,20,16,33,11.84482639,Yes,1049,0,0,0.017241379
2017,59,Matthew Failor,11d 20h 19m 3s,,"Willow, Alaska",2017,11,20,19,3,11.8465625,Yes,1049,0,0,0.016949153
2017,60,Jimmy Lebling,12d 0h 19m 6s,Yes,"Willow, Alaska",2017,12,0,19,6,12.01326389,Yes,1049,0,0,0.016666667
2017,61,Paul Hansen,12d 2h 19m 11s,Yes,"Kotzebue, Alaska",2017,12,2,19,11,12.09665509,Yes,1049,0,0,0.016393443
2017,62,Alan Eischens,12d 2h 39m 46s,,"Wasilla, Alaska",2017,12,2,39,46,12.11094907,Yes,1049,0,0,0.016129032
2017,63,Peter Reuter,12d 2h 45m 38s,Yes,"Bloomingdale, NY",2017,12,2,45,38,12.11502315,Yes,1049,0,0,0.015873016
2017,64,Cindy Abbott,12d 2h 57m 31s,,"Willow, Alaska",2017,12,2,57,31,12.12327546,Yes,1049,0,0,0.015625
2017,99,Ryan Anderson,5d 1h 21m 0s,Yes,"Ray, MN",2017,5,1,21,0,5.05625,No,0,0,0,0.01010101
2017,99,Otto Balogh,0d 0h 0m 0s,Yes,"Budapest, HUNGARY",2017,0,0,0,0,0,No,0,0,0,0.01010101
2017,99,Dave Branholm,6d 14h 14m 0s,,"Wasilla, Alaska",2017,6,14,14,0,6.593055556,No,0,0,0,0.01010101
2017,99,Ellen Halverson,7d 20h 41m 0s,,"Wasilla, Alaska",2017,7,20,41,0,7.861805556,No,0,0,0,0.01010101
2017,99,Roger Lee,10d 0h 30m 0s,Yes,"Birkenhead, Wirral, ENGLAND",2017,10,0,30,0,10.02083333,No,0,0,0,0.01010101
2017,99,Mark May,2d 0h 35m 0s,,"North Pole, Alaska",2017,2,0,35,0,2.024305556,No,0,0,0,0.01010101
2017,99,Mark Selland,3d 10h 10m 0s,,"Anchorage, Alaska",2017,3,10,10,0,3.423611111,No,0,0,0,0.01010101
2017,99,Monica Zappa,8d 14h 18m 0s,,"Kasilof, Alaska",2017,8,14,18,0,8.595833333,No,0,0,0,0.01010101
2016,1,Dallas Seavey,8d 11h 20m 16s,,"Willow, Alaska",2016,8,11,20,16,8.472407407,Yes,75000,1,1,1
2016,2,Mitch Seavey,8d 12h 5m 25s,,"Seward, Alaska",2016,8,12,5,25,8.503761574,Yes,62775,0,0.95,0.5
2016,3,Aliy Zirkle,8d 18h 42m 36s,,"Two Rivers, Alaska",2016,8,18,42,36,8.779583333,Yes,57750,0,0.9,0.333333333
2016,4,Wade Marrs,8d 20h 22m 2s,,"Willow, Alaska",2016,8,20,22,2,8.848634259,Yes,51825,0,0.85,0.25
2016,5,Peter Kaiser,8d 20h 24m 55s,,"Bethel, Alaska",2016,8,20,24,55,8.850636574,Yes,47475,0,0.8,0.2
2016,6,Joar Leifseth Ulsom,8d 22h 12m 38s,,"Mo i Rana, NORWAY",2016,8,22,12,38,8.925439815,Yes,40200,0,0.75,0.166666667
2016,7,Nicolas Petit,8d 23h 30m 10s,,"Girdwood, Alaska",2016,8,23,30,10,8.979282407,Yes,37800,0,0.7,0.142857143
2016,8,Ralph Johannessen,8d 23h 50m 8s,,"Dagali, NORWAY",2016,8,23,50,8,8.993148148,Yes,35475,0,0.65,0.125
2016,9,Jeff King,9d 0h 0m 46s,,"Denali, Alaska",2016,9,0,0,46,9.000532407,Yes,33225,0,0.6,0.111111111
2016,10,Scott Smith,9d 1h 33m 35s,,"Willow, Alaska",2016,9,1,33,35,9.064988426,Yes,31050,0,0.55,0.1
2016,11,Noah Burmeister,9d 1h 39m 55s,,"Nome/Nenana, Alaska",2016,9,1,39,55,9.069386574,Yes,28950,0,0.5,0.090909091
2016,12,Richie Diehl,9d 2h 42m 21s,,"Aniak, Alaska",2016,9,2,42,21,9.112743056,Yes,27000,0,0.45,0.083333333
2016,13,Robert Sorlie,9d 3h 4m 53s,,"Hurdal, NORWAY",2016,9,3,4,53,9.128391204,Yes,25050,0,0.4,0.076923077
2016,14,Paul Gebhardt,9d 3h 10m 17s,,"Kasilof, Alaska",2016,9,3,10,17,9.132141204,Yes,23250,0,0.35,0.071428571
2016,15,Jessie Royer,9d 3h 42m 33s,,"Darby, MT",2016,9,3,42,33,9.154548611,Yes,21450,0,0.3,0.066666667
2016,16,Ken Anderson,9d 3h 45m 10s,,"Fairbanks, Alaska",2016,9,3,45,10,9.156365741,Yes,19725,0,0.25,0.0625
2016,17,John Baker,9d 5h 45m 5s,,"Kotzebue, Alaska",2016,9,5,45,5,9.239641204,Yes,18075,0,0.2,0.058823529
2016,18,Travis Beals,9d 6h 42m 53s,,"Seward, Alaska",2016,9,6,42,53,9.279780093,Yes,16575,0,0.15,0.055555556
2016,19,Ray Redington Jr,9d 8h 1m 32s,,"Wasilla, Alaska",2016,9,8,1,32,9.334398148,Yes,15075,0,0.1,0.052631579
2016,20,Brent Sass,9d 8h 8m 35s,,"Eureka, Alaska",2016,9,8,8,35,9.339293981,Yes,13575,0,0.05,0.05
2016,21,Kelly Maixner,9d 8h 38m 18s,,"Big Lake, Alaska",2016,9,8,38,18,9.359930556,Yes,12225,0,0,0.047619048
2016,22,Hugh Neff,9d 9h 50m 47s,,"Tok, Alaska",2016,9,9,50,47,9.410266204,Yes,10950,0,0,0.045454545
2016,23,Sigrid Ekran,9d 10h 37m 30s,,"Alvdal, NORWAY",2016,9,10,37,30,9.442708333,Yes,9675,0,0,0.043478261
2016,24,Linwood Fiedler,9d 14h 57m 26s,,"Willow, Alaska",2016,9,14,57,26,9.623217593,Yes,8475,0,0,0.041666667
2016,25,Michelle Phillips,9d 16h 7m 18s,,"Tagish, YT, CANADA",2016,9,16,7,18,9.671736111,Yes,7275,0,0,0.04
2016,26,Geir Idar Hjelvik,9d 17h 24m 10s,Yes,"Norjordet, NORWAY",2016,9,17,24,10,9.725115741,Yes,6075,0,0,0.038461538
2016,27,Mats Pettersson,9d 20h 44m 27s,,"Kiruna, SWEDEN",2016,9,20,44,27,9.864201389,Yes,5025,0,0,0.037037037
2016,28,Ketil Reitan,9d 21h 18m 33s,,"Kaktovik, Alaska",2016,9,21,18,33,9.887881944,Yes,3975,0,0,0.035714286
2016,29,Lars Monsen,9d 21h 52m 1s,Yes,"Skiptvet, NORWAY",2016,9,21,52,1,9.911122685,Yes,3000,0,0,0.034482759
2016,30,Dag Torulf Olsen,9d 22h 6m 16s,Yes,"Hammerfest, NORWAY",2016,9,22,6,16,9.921018519,Yes,2024,0,0,0.033333333
2016,31,Katherine Keith,9d 23h 30m 5s,,"Kotzebue, Alaska",2016,9,23,30,5,9.979224537,Yes,1049,0,0,0.032258065
2016,32,Allen Moore,9d 23h 56m 45s,,"Two Rivers, Alaska",2016,9,23,56,45,9.997743056,Yes,1049,0,0,0.03125
2016,33,Ed Stielstra,10d 3h 14m 37s,,"McMillan, MI",2016,10,3,14,37,10.13515046,Yes,1049,0,0,0.03030303
2016,34,Jason Mackey,10d 3h 52m 11s,,"Salcha, Alaska",2016,10,3,52,11,10.16123843,Yes,1049,0,0,0.029411765
2016,35,Jason Campeau,10d 4h 10m 35s,,"Rocky Mountain House, AB, CANADA",2016,10,4,10,35,10.1740162,Yes,1049,0,0,0.028571429
2016,36,Tore Albrigtsen,10d 11h 5m 26s,,"Tromsø, NORWAY",2016,10,11,5,26,10.46210648,Yes,1049,0,0,0.027777778
2016,37,Martin Buser,10d 11h 31m 51s,,"Big Lake, Alaska",2016,10,11,31,51,10.48045139,Yes,1049,0,0,0.027027027
2016,38,Karin Hendrickson,10d 13h 55m 0s,,"Wasilla, Alaska",2016,10,13,55,0,10.57986111,Yes,1049,0,0,0.026315789
2016,39,Kristy Berington,10d 13h 58m 14s,,"Wasilla, Alaska",2016,10,13,58,14,10.58210648,Yes,1049,0,0,0.025641026
2016,40,Anna Berington,10d 13h 58m 27s,,"Wasilla, Alaska",2016,10,13,58,27,10.58225694,Yes,1049,0,0,0.025
2016,41,Justin Savidis,10d 14h 44m 35s,,"Willow, Alaska",2016,10,14,44,35,10.61429398,Yes,1049,0,0,0.024390244
2016,42,Cody Strathe,10d 15h 53m 43s,Yes,"Fairbanks, Alaska",2016,10,15,53,43,10.66230324,Yes,1049,0,0,0.023809524
2016,43,Paige Drobny,10d 15h 54m 11s,,"Fairbanks, Alaska",2016,10,15,54,11,10.66262731,Yes,1049,0,0,0.023255814
2016,44,DeeDee Jonrowe,10d 22h 29m 13s,,"Willow, Alaska",2016,10,22,29,13,10.93695602,Yes,1049,0,0,0.022727273
2016,45,Nathan Schroeder,10d 22h 39m 25s,,"Warba, MN",2016,10,22,39,25,10.94403935,Yes,1049,0,0,0.022222222
2016,46,Jodi Bailey,10d 22h 44m 47s,,"Fairbanks, Alaska",2016,10,22,44,47,10.9477662,Yes,1049,0,0,0.02173913
2016,47,Monica Zappa,11d 0h 17m 32s,,"Kasilof, Alaska",2016,11,0,17,32,11.01217593,Yes,1049,0,0,0.021276596
2016,48,"Michael Williams, Jr.",11d 2h 17m 45s,,"Akiak, Alaska",2016,11,2,17,45,11.09565972,Yes,1049,0,0,0.020833333
2016,49,Melissa Stewart,11d 3h 29m 51s,,"Nome, Alaska",2016,11,3,29,51,11.14572917,Yes,1049,0,0,0.020408163
2016,50,James Volek,11d 3h 54m 10s,,"Big Lake, Alaska",2016,11,3,54,10,11.16261574,Yes,1049,0,0,0.02
2016,51,Tim Pappas,11d 6h 15m 4s,Yes,"Big Lake, Alaska",2016,11,6,15,4,11.26046296,Yes,1049,0,0,0.019607843
2016,52,Becca Moore,11d 7h 32m 32s,,"Willow, Alaska",2016,11,7,32,32,11.31425926,Yes,1049,0,0,0.019230769
2016,53,Alan Eischens,11d 7h 39m 15s,,"Wasilla, Alaska",2016,11,7,39,15,11.31892361,Yes,1049,0,0,0.018867925
2016,54,Robert Bundtzen,11d 8h 10m 25s,,"Anchorage, Alaska",2016,11,8,10,25,11.34056713,Yes,1049,0,0,0.018518519
2016,55,Noah Pereira,11d 10h 41m 50s,Yes,"Brockport, NY",2016,11,10,41,50,11.44571759,Yes,1049,0,0,0.018181818
2016,56,Miriam Osredkar,11d 11h 12m 46s,Yes,"Willow, Alaska",2016,11,11,12,46,11.46719907,Yes,1049,0,0,0.017857143
2016,57,Tom Jamgochian,11d 11h 45m 54s,Yes,"Nome, Alaska",2016,11,11,45,54,11.49020833,Yes,1049,0,0,0.01754386
2016,58,Kristin Knight Pace,11d 13h 31m 32s,Yes,"Healy, Alaska",2016,11,13,31,32,11.56356481,Yes,1049,0,0,0.017241379
2016,59,Ryne Olson,11d 13h 31m 41s,,"Two Rivers, Alaska",2016,11,13,31,41,11.56366898,Yes,1049,0,0,0.016949153
2016,60,Trent Herbst,11d 15h 41m 4s,,"Ketchum, ID",2016,11,15,41,4,11.65351852,Yes,1049,0,0,0.016666667
2016,61,Matthew Failor,11d 18h 54m 45s,,"Willow, Alaska",2016,11,18,54,45,11.78802083,Yes,1049,0,0,0.016393443
2016,62,Elliot Anderson,11d 19h 11m 11s,Yes,"Big Lake, Alaska",2016,11,19,11,11,11.79943287,Yes,1049,0,0,0.016129032
2016,63,Larry Daugherty,11d 21h 16m 36s,Yes,"Eagle River, Alaska",2016,11,21,16,36,11.88652778,Yes,1049,0,0,0.015873016
2016,64,Patrick Beall,11d 21h 25m 25s,Yes,"Norman, OK",2016,11,21,25,25,11.89265046,Yes,1049,0,0,0.015625
2016,65,Lisbet Norris,11d 21h 43m 6s,,"Willow, Alaska",2016,11,21,43,6,11.90493056,Yes,1049,0,0,0.015384615
2016,66,Sarah Stokey,12d 2h 59m 51s,Yes,"Seward, Alaska",2016,12,2,59,51,12.12489583,Yes,1049,0,0,0.015151515
2016,67,Rob Cooke,12d 7h 3m 55s,,"Whitehorse, YT, CANADA",2016,12,7,3,55,12.29438657,Yes,1049,0,0,0.014925373
2016,68,Kim Franklin,12d 23h 39m 38s,Yes,"Herts, UK",2016,12,23,39,38,12.98585648,Yes,1049,0,0,0.014705882
2016,69,Kristin Bacon,12d 23h 41m 54s,Yes,"Big Lake, Alaska",2016,12,23,41,54,12.98743056,Yes,1049,0,0,0.014492754
2016,70,Cindy Gallea,13d 3h 46m 26s,,"Wykoff, MN",2016,13,3,46,26,13.15724537,Yes,1049,0,0,0.014285714
2016,71,Mary Helwig,13d 8h 51m 30s,Yes,"Willow, Alaska",2016,13,8,51,30,13.36909722,Yes,1049,0,0,0.014084507
2016,99,Charley Bejna,3d 15h 43m 0s,,"Addison, IL",2016,3,15,43,0,3.654861111,No,0,0,0,0.01010101
2016,99,Rick Casillo,4d 23h 39m 0s,,"Willow, Alaska",2016,4,23,39,0,4.985416667,No,0,0,0,0.01010101
2016,99,Zoya DeNure,1d 19h 50m 0s,,"Delta Junction, Alaska",2016,1,19,50,0,1.826388889,No,0,0,0,0.01010101
2016,99,Hans Gatt,2d 5h 41m 0s,,"Whitehorse, YT, CANADA",2016,2,5,41,0,2.236805556,No,0,0,0,0.01010101
2016,99,Ellen Halverson,10d 20h 40m 0s,,"Wasilla, Alaska",2016,10,20,40,0,10.86111111,No,0,0,0,0.01010101
2016,99,Scott Janssen,5d 7h 49m 0s,,"Anchorage, Alaska",2016,5,7,49,0,5.325694444,No,0,0,0,0.01010101
2016,99,Martin Koenig,0d 16h 57m 0s,,"Seeley Lake, MT",2016,0,16,57,0,0.70625,No,0,0,0,0.01010101
2016,99,Jim Lanier,7d 17h 41m 0s,,"Chugiak, Alaska",2016,7,17,41,0,7.736805556,No,0,0,0,0.01010101
2016,99,Lance Mackey,6d 21h 21m 0s,,"Fairbanks, Alaska",2016,6,21,21,0,6.889583333,No,0,0,0,0.01010101
2016,99,Robert Redington,6d 5h 30m 0s,Yes,"Wasilla, Alaska",2016,6,5,30,0,6.229166667,No,0,0,0,0.01010101
2016,99,Ryan Redington,5d 14h 53m 0s,,"Wasilla, Alaska",2016,5,14,53,0,5.620138889,No,0,0,0,0.01010101
2016,99,Cim Smyth,7d 1h 48m 0s,,"Big Lake, Alaska",2016,7,1,48,0,7.075,No,0,0,0,0.01010101
2016,99,Billy Snodgrass,10d 0h 19m 0s,,"DuBois, WY",2016,10,0,19,0,10.01319444,No,0,0,0,0.01010101
2016,99,Jan Steves,0d 13h 12m 0s,,"Willow, Alaska",2016,0,13,12,0,0.55,No,0,0,0,0.01010101
2015,1,Dallas Seavey,8d 18h 13m 6s,,"Willow, Alaska",2015,8,18,13,6,8.759097222,Yes,70000,1,1,1
2015,2,Mitch Seavey,8d 22h 22m 56s,,"Sterling, Alaska",2015,8,22,22,56,8.932592593,Yes,58600,0,0.95,0.5
2015,3,Aaron Burmeister,8d 23h 47m 31s,,"Nome, Alaska",2015,8,23,47,31,8.991331019,Yes,53900,0,0.9,0.333333333
